,tweet
110,"['hold', 'hoe', 'gay', 'fuck', 'blacklist', 'anyway']"
111,"['nobodi', 'wrong', 'fuck', 'bitch', 'know']"
112,"['up', 'shut', 'make', 'bitch', 'up']"
113,"['hate', 'bitch', 'type', 'i', 'pregnant']"
114,"['got', 'dm', 'ever', 'top', 'bitch']"
115,"['love', 'basebal', 'season', 'win', 'yanke', 'stand']"
116,"['bitch', 'fuck', 'stupid', 'littl', 'p.']"
117,"['tho', 'bitch', 'lol', 'as', 'could', 'seriou', 'dead', 'realli', 'say', 'ask', 'sheet']"
118,"['owl', 'wise', 'earli', 'i', 'bird', 'night', 'worm']"
119,"['bad', 'pussi', 'day', 'heavi', 'everi', 'shit', 'sound', 'drug', 'tonight', 'overdos']"
120,"['tale', 'pit', 'are', 'bull', 'photograph', 'creatur', 'love', 'fairi']"
121,"['tweet', 'aw', 'lol', 'fag']"
122,"['trash', 'careless', 'could', 'on', 'cc', 'real', 'long', 'maker']"
123,"['tho', 'faggot', 'kiss', 'say', 'anyth']"
124,"['wear', 'colour', 'girl', 'haircut', 'play', 'i', 'khaki', 'cheat', 'yup', 'soccer', 'a', 'cargo']"
125,"['bitch', 'go', 'as', 'could', 'lap', 'fat']"
126,"['bitch', 'miss', 'da', 'o', 'call', 'p', 'yo', 'twitter', 'a', 'scream', 'fiona', 'a']"
127,"['rule', 'got', 'bitch', 'side', 'shit', 'jersey', 'bout', 'cousin', 'know', 'anybodi', 'ask', 'move', 'ya', 'a', 'think', 'p.']"
128,"['amo', 'fuck', 'yeah', 'lo', 'pie', 'a']"
129,"['hoe', 'meat', 'as', 'think', 'slap', 'anna', 'a', 'brush', 'a']"
130,"['talk', 'wit', 'bitch', 'edg', 'a', 'a', 'a', 'a']"
131,"['bandit', 'trick', 'shit', 'sweet', 'bitch', 'i', 'tooth', 'bag', 'nah', 'yeah', 'steal', 'year', 'n', 'go', 'treat', 'da', 'still', 'hell']"
132,"['sex', 'pussi', 'came', 'got', 'hack', 'like', 'fuck', 'damn', 'want', 'right', 'from', 'mom']"
133,"['open', 'watch', 'bitch', 'eye', 'kiss']"
134,"['hoe', 'as', 'would', 'should', 'a', 'a', 'could']"
135,"['roll', 'bitch', 'as', 'happi', 'up', 'nigra', 'day']"
136,"['up', 'send', 'bitch', 'use']"
137,"['bitch', 'nobodi', 'like', 'el', 'bitch', 'i', 'ugli', 'due', 'wow', 'a']"
138,"['hoe', 'look', 'know', 'nah', 'throw', 'sack', 'pas', 'nigra', 'mao', 'hack']"
139,"['kid', 'outta', 'noth', 'jail', 'dumb', 'em', 'mad', 'bitch', 'get', 'i', 'bunch', 'atlanta', 'glad', 'fuck']"
140,"['sma', 'it', 'idc', 'i', 'ghetto']"
141,"['hoe', 'other', 'wife', 'forc', 'whi', 'place', 'cheat', 'first', 'care', 'would', 'relationship', 'cut']"
142,"['hoe', 'excus', 'singl']"
143,"['bitch', 'power', 'black', 'white', 'boy']"
144,"['hoe', 'spit', 'blunt', 'drunk', 'shit', 'dude', 'fuck', 'white', 'let', 'get', 'bro', 'spark', 'chill', 'u', 'blow']"
145,"['around', 'bitch', 'world', 'been', 'back']"
146,"['bad', 'dick', 'bitch', 'fr', 'i', 'get', 'gone', 'yo', 'by', 'pay', 'set', 'suck', 'a']"
147,"['hoe', 'lot', 'probabl', 'cute']"
148,"['hoe', 'captain', 'everi', 'damn', 'save', 'alway', 'canon', 'mao']"
149,"['bad', 'boi', 'sox', 'want', 'get', 'hot', 'leg', 'nose', 'stink']"
150,"['brother', 'bitch', 'like', 'wish', 'bet', 'a']"
151,"['pussi', 'dress', 'or', 'basic', 'cat', 'halloween']"
152,"['stream', 'dumb', 'bitch', 'game', 'get', 'kati', 'featur', 'a3', 'gtf']"
153,"['sex', 'bitch', 'say', 'choke', 'she', 'like', 'as', 'it', 'bed', 'stop', 'hit', 'scare', 'woman', 'guy', 'foh', 'll', 'a']"
154,"['hoe', 'loyal', 'well', 'bro', 'never', 'make', 'ha', 'nig', 'guess']"
155,"['man', 'am', 'it', 'at', 'fuck', 'seed', 'oh', 'molli', 'ho', 'ya', 'fix', 'p.']"
156,"['man', 'girl', 'everi', 'refer', 'bitch']"
157,"['pussi', 'got', 'shit', 'final', 'beat', 'me', 'cat', 'nigra', 'stand']"
158,"['trash', 'rewind', 'i', 'back', 'line', 'bring', 'said', 'move', 'peel', 'shah', 'of']"
159,"['alu', 'record', 'pe', 'lol', 'io', 'sai', 'vine', 'ho', 'aha']"
160,"['tape', 'hoe', 'new', 'i', 'mayn', 'wait', 'cover', 'upcom', 'yeah', 'naw', 'old']"
161,"['foot', 'as', 'ol', 'bitch', 'me', 'diy', 'funni', 'p.']"
162,"['flag', 'get', 'amaz', 'yellow', 'yeah', 'hell', 'piggi', 'a', 'a']"
163,"['iffi', 'got', 'bitch', 'time', 'actin']"
164,"['stay', 'earli', 'nation', 'special', 'aliv', 'knight', 'come', 'bird', 'still']"
165,"['hoe', 'wonder', 'loyal', 'nobodi', 'want', 'decent']"
166,"['mani', 'time', 'soft', 'girl', 'bitch', 'okay', 'hoe', 'stud', 'i', 'think', 'keep', 'ask', 'oh', 'bye', 'scream', 'ya', 'hell', 'stu', 'brush']"
167,"['pussi', 'dri', 'condom', 'blame', 'bitch', 'alway', 'a', 'a']"
168,"['bitch', 'as', 'up', 'yo', 'shut', 'a', 'a']"
169,"['hoe', 'everi', 'jail', 'text', 'back', 'even', 'month', 'drop', 'mane', 'gucci']"
170,"['hoe', 'love', 'wrong', 'money', 'wa']"
171,"['bitch', 'loyal', 'lol', 'issu', 'without', 'like', 'find', 'daddi', 'holograph', 'sound', 'burn']"
172,"['hoe', 'easi', 'cum', 'fact']"
173,"['respect', 'sheen', 'fuck', 'major', 'real', 'charli']"
174,"['hoe', 'tho', 'got', 'bae', 'wish', 'a']"
175,"['cook', 'bitch', 'fuck', 'tweak']"
176,"['bitch', 'wwf']"
177,"['man', 'pussi', 'fight', 'zoe', 'madam', 'i', 'good', 'along', 'shut', 'move', 'a', 'a']"
178,"['fuck', 'em', 'bitch', 'snake', 'mao']"
179,"['hoe', 'booti', 'big', 'damn', 'everywher', 'a', 'a', 'a']"
180,"['stay', 'updat', 'tune', 'repo', 'week', 'b', 'bum']"
181,"['wear', 'colour', 'girl', 'haircut', 'ye', 'play', 'i', 'khaki', 'cheat', 'soccer', 'a', 'cargo']"
182,"['trash', 'everi', 'rft', 'as', 'oregon', 'program', 'get', 'choke', 'year', 'field']"
183,"['bitch', 'lol', 'cowboy', 'owen', 'like', 'terrel', 'best', 'ever', 'dude', 'cri', 'tv', 'def', 'eagl', 'room', 'p.']"
184,"['black', 'hate', 'peopl', 'nigger']"
185,"['potent', 'could', 'bitch']"
186,"['sole', 'past', 'lick', 'lad', 'slept', 'out', 'diy', 'piss', 'would']"
187,"['soft', 'sole', 'w', 'boy', 'love', 'long', 'flat']"
188,"['sole', 'arch', 'lad', 'sexi', 'hot']"
189,"['hoe', 'got', 'depend', 'fam', 'feel', 'nah', 'cheat', 'femal']"
190,"['got', 'lol', 'hick', 'a', 'a']"
191,"['south', 'bitch', 'shit', 'new', 'confus', 'back', 'twitter', 'america', 'me', 'go']"
192,"['pussi', 'like', 'as', 'nasti', 'santi', 'i', 'toto', 'think', 'mean', 'vagina']"
193,"['must', 'bitch', 'actual', 'you', 'as', 'her', 'ugli', 'choos', 'fat', 'a']"
194,"['di', 'bitch', 'could', 'kill', 'tri', 'vibe', 'love', 'ya', 'mile', 'a']"
195,"['wear', 'look', 'grim', 'say', 'tight', 'everybodi', 'bitch', 'i', 'af', 'big', 'tire', 'mean', 'nigra', 'thi', 'p.', 'a']"
196,"['thank', 'climat', 'bird', 'see', 'never', 'may', 'chang', 'climat']"
197,"['stay', 'bitch', 'beauti']"
198,"['man', 'hoe', 'track', 'stupid', 'r', 'sum', 'purpl', 'ju', 'still', 'girl', 'shift', 'play', 'girl']"
199,"['bitch', 'get', 'blurri', 'taller', 'money']"
200,"['bitch', 'ob', 'i', 'mine', 'never', 'seen', 'nigra', 'a', 'a']"
201,"['forget', 'stay', 'trash', 'meant', 'let', 'kobe', 'talk', 'u', 'one', 'sh']"
202,"['least', 'at', 'nigger', 'i']"
203,"['bad', 'bitch', 'peopl', 'lol', 'asian', 'ask', 'i', 'with', 'alway', 'mix']"
204,"['roach', 'snake', 'like', 'hero', 'crippl', 'least', 'coward', 'aria']"
205,"['home', 'whoa', 'trash', 'everyth', 'show', 'imaginari', 'chill', 'foster', 'a', 'of', 'a']"
206,"['hoe', 'quiet', 'if', 'tire', 'sleep', 'go', 'low-key']"
207,"['mention', 'stop', 'bring', 'nigger', 'weird', 'a', 'a']"
208,"['hoe', 'love', 'a', 'a']"
209,"['girl', 'bitch', 'as', 'ol', 'weak', 'yo', 'homeboy', 'nigra']"
210,"['pussi', 'lol', 'gave', 'worst', 'up', 'speed', 'advic', 'think']"
211,"['pussi', 'anim', 'favorit', 'quot', 'tweet']"
212,"['pussi', 'hoe', 'hate', 'stripper', 'dancer', 'pop', 'stripper', 'beethoven', 'ballet', 'tell']"
213,"['beer', 'pussi', 'vision', 'doubl', 'a', 'off', 'sh']"
214,"['bitch', 'comput', 'in', 'me', 'damn', 'ya', 'a', 'a', 'a', 'tweak']"
215,"['takin', 'bitch', 'nobodi', 'princ', 'a', 'a']"
216,"['govern', 'trash', 'claim', 'peopl', 'now', 'black', 'white', 'aid', 'welfar', 'slander']"
217,"['role', 'play', 'care', 'bitch']"
218,"['di', 'bitch', 'wrong', 'bro', 'hide', 'tree', 'me', 'find', 'lime', 'da', 'took']"
219,"['fag', 'drake', 'ye', 'new', 'dude', 'shoe', 'nike', 'jordan', 'glitter', 'releas']"
220,"['ghetto', 'alon', 'di', 'anna']"
221,"['hoe', 'teach', 'curv', 'know', 'i', 'get', 'austin', 'u', 'a', 'a']"
222,"['dick', 'both', 'one', 'suck', 'o', 'know', 'bitch', 'cook', 's', 'p.']"
223,"['hoe', 'lol', 'chose', 'get', 'fat']"
224,"['hoe', 'loyal', 'well', 'no', 'expect', 'one']"
225,"['as', 'ol', 'bitch']"
226,"['bad', 'cyru', 'bitch', 'nake', 'i', 'tire', 'type', 'brush', 'mile']"
227,"['bitch', 'lol', 'fuck', 'game', 'mean', 'toni', 'still', 'mass', 'mao', 'room', 'p.', 'uk']"
228,"['highmor', 'floor', 'shit', 'freddi', 'laugh', 'holi', 'factori', 'me', 'chocol', 'charli', 'roll']"
229,"['sex', 'use', 'anonym', 'like', 'feel', 'i', 'her', 'faggot', 'want', 'what', 'of', 'p.']"
230,"['bitch', 'follow', 'one', 'somebodi', 'a', 'a']"
231,"['bitch', 'annoy', 'alway', 'care', 'clearli', 'bitch', 'ya']"
232,"['hoe', 'catch', 'catfish', 'slick', 'a', 'think', 'p.']"
233,"['bitch', 'bout', 'me', 'worri', 'worri', 'real']"
234,"['hoe', 'side', 'handl', 'insecur', 'real', 'one']"
235,"['tent', 'bitch', 'shit', 'like', 'scoot', 'fuck', 'up', 'come', 'a', 'mao', 'a']"
236,"['hoe', 'cousin', 'share', 'share', 'love', 'said', 'brother', 'care', 'a']"
237,"['problem', 'hoe', 'spend', 'food', 'broke', 'i', 'want', 'hungri', 'money', 'a', 'a', 'inn', 'a']"
238,"['hoe', 'dese', 'u', 'nigra', 'lie']"
239,"['oh', 'yeah', 'fuck', 'bitch']"
240,"['trash', 'man', 'intercept', 'season', 'eli', 'threw', 'mao']"
241,"['anthoni', 'coach', 'bitch', 'senior', 'head', 'racist', 'rb', 'call', 'team', 'usc', 'quit', 'brown', 'steve', 'a']"
242,"['guess', 'pussi', 'also', 'what', 'adio', 'zero', 'time', 'stu']"
243,"['sexi', 'lad', 'chill', 'salli', 'a', 'a']"
244,"['mine', 'bitch', 'share', 'a']"
245,"['simpl', 'bitch', 'broke', 'impress', 'money']"
246,"['bitch', 'peopl', 'control', 'let', 'them', 'never', 'chang', 'pisc']"
247,"['blah', 'ho', 'ink', 'tutu', 'a']"
248,"['ita', 'ho', 'mad', 'i', 'tutu', 'p.', 'sure', 'cut', 'a']"
249,"['hoe', 'crazi']"
250,"['slice', 'bitch', 'ever', 'go', 'ha', 'kevin']"
251,"['tho', 'bitch', 'dam', 'her', 'fine', 'a', 'omf', 'fuck']"
252,"['nude', 'wonder', 'girl', 'boy', 'gave', 'head', 'twitter', 'fag', 'drink', 'send', 'probi', 'magalluf']"
253,"['call', 'mayb', 'bitch', 'b', 'd', 'later', 'jess', 'yeah', 'a', 'c']"
254,"['pussi', 'right', 'thigh', 'hick']"
255,"['young', 'longer', 'monkey', 'as', 'i', 'no', 'beauti', 'ugli', 'love', 'would', 'still']"
256,"['front', 'come', 'bitch', 'come']"
257,"['faggot', 'bitch']"
258,"['yea', 'friday', 'ball', 'i', 'let', 'faggot', 'u', 'work', 'pad']"
259,"['get', 'would', 'lad', 'salli']"
260,"['yesterday', 'nigger', 'stupid', 'halloween']"
261,"['tho', 'bitch', 'drop', 'walk', 'test', 'teacher', 'still', 'chri']"
262,"['pussi', 'lol', 'shit', 'eat', 'ever', 'eat', 'get', 'forev', 'full', 'never', 'love', 'a', 'a']"
263,"['hoe', 'nasti', 'fam', 'like', 'them', 'anyway', 'tast', 'a', 'a', 'a', 'mess', 'a', 'flush', 'a', 'a']"
264,"['hoe', 'nasti', 'fam', 'anyway', 'a', 'a', 'flush', 'a', 'a']"
265,"['yea', 'hoe', 'bobbi', 'fuck', 'live', 'play', 'get', 'workout', 'hell']"
266,"['bitch', 'yo', 'stoner', 'mane', 'gucci', 'a']"
267,"['bar', 'ride', 'bitch', 'handl']"
268,"['get', 'hoe']"
269,"['man', 'over', 'bitter', 'stark', 'charact', 'tv', 'sad', 'death', 'still']"
270,"['hoe', 'bu', 'lol', 'bitch', 'pay', 'harbor', 'all']"
271,"['pussi', 'love']"
272,"['bitch', 'del', 'bitchi', 'lana', 'rey', 'video', 'promo', 'littl', 'come']"
273,"['way', 'bitch', 'fuck']"
274,"['help', 'highway', 'explain', 'along', 'smuggler', 'fighter', 'jihad']"
275,"['got', 'bitch', 'avi', 'aww', 'look', 'cute', 'togeth', 'get', 'ike', 'avi', 'a', 'a']"
276,"['hoe', 'expo', 'simpl', 'fight', 'whi', 'o', 'worri', 'me', 'd', 'a']"
277,"['tho', 'bitch', 'size', 'exactli', 'boost', 'healthi']"
278,"['kim', 'bet', 'bitch', 'bye', 'a', 'a', 'a', 'a']"
279,"['protect', 'got', 'dick', 'annoy', 'loco', 'near', 'bitch', 'damn', 'drive', 'dope', 'stalker', 'sweet', 'p.']"
280,"['pullin', 'hoe', 'b', 'girlfriend', 'like', 'aye', 'i', 'make', 'taught', 'marrack']"
281,"['fag', 'bruno', 'me', 'boy', 'love']"
282,"['must', 'bitch', 'alway', 'naw', 'beef', 'a', 'a', 'like', 'a']"
283,"['bottom', 'ralli', 'look', 'yanke', 'r-1', 'th']"
284,"['hoe', 'nice', 'take', 'advantag', 'person', 'a', 'a']"
285,"['thank', 'bitch', 'happi', 'pal', 'nigra']"
286,"['hoe', 'got', 'friday', 'fuck', 'stack', 'wait', 'bc', 'sad', 'till', 'know']"
287,"['rich', 'shit', 'homeboy', 'wit', 'yee', 'harder', 'ya', 'nicra', 'day', 'fuck', 'cut', 'cisco', 'home', 'nigra']"
288,"['read', 'said', 'a', 'there', 'sunday', 'last', 'a', 'p.', 'pig']"
289,"['pussi', 'mush', 'punch', 'strong', 'back', 'shake', 'face', 'go', 'real', 'right', 'nigra', 'p.']"
290,"['pussi', 'girl', 'someth', 'say', 'fresh', 'still', 'stank']"
291,"['pussi', 'girl', 'got', 'slap', 'thing', 'as', 'mad', 'week', 'slap', 'get', 'one', 'greatest', 'a', 'aha']"
292,"['much', 'fuck', 'mad', 'yeah', 'see', 'better', 'texan', 'retard', 'thi']"
293,"['blond', 'hoe', 'seat', 'dark', 'mild', 'like', 'black', 'nd', 'bitch', 'look', 'sever', 'plea', 'wwf', 'p.']"
294,"['stay', 'outta', 'lane', 'fuck', 'need', 'bitch', 'n', 'get', 'left', 'face', 'right', 'a', 'a', 'a', 'a']"
295,"['hate', 'boy', 'bitch', 'deni', 'a', 'sh', 'a']"
296,"['eat', 'say', 'ya', 'butt', 'face', 'straight', 'still', 'pig']"
297,"['that', 'bitch', 'bos', 'as', 'i', 'corner', 'need', 'sit']"
298,"['hoe', 'not']"
299,"['weekend', 'stay', 'paul', 'bout', 'shit', 'rental', 'bitch', 'street', 'da', 'oooh', 'betti', 'think', 'a', 'a', 'get']"
300,"['lock', 'militari', 'stori', 'go', 'bitch', 'get', 'up', 'differ', 'colleg', 'hold', 'a', 'nigra']"
301,"['hoe', 'hate', 'ratchet', 'friend', 'me', 'p.']"
302,"['hoe', 'love', 'fuck']"
303,"['meet', 'meat', 'fuck', 'lad', 'hot', 'sexi', 'trainer', 'love', 'would', 'salli']"
304,"['fuck', 'sniff', 'yeah', 'lad', 'salli', 'serv']"
305,"['love', 'bitch', 'sosa']"
306,"['retard', 'legit', 'watch', 'second', 'prob', 'so', 'a', 'wwf', 'a', 'sh', 'a']"
307,"['pussi', 'name', 'mr', 'idea', 'cat']"
308,"['sexi', 'woof', 'thug', 'boy', 'salli']"
309,"['make', 'marri', 'demand', 'ring', 'bitch', 'see', 'damn', 'phone', 'call', 'a', 'a', 'a']"
310,"['not', 'hoe', 'he', 'favorit', 'realli', 'littl', 'think', 'funni', 'kevin']"
311,"['sex', 'call', 'outta', 'bitch', 'soul', 'fuck', 'posit', 'a']"
312,"['bore', 'sometim', 'cute', 'faggot', 'suppos']"
313,"['trash', 'anoth', 'treasur', 'man', 'one', 'a', 'a']"
314,"['bad', 'got', 'thing', 'like', 'type', 'bitch']"
315,"['coach', 'want', 'feel', 'cc', 'get', 'me', 'doubt', 'nig', 'lessen']"
316,"['cocain', 'gold', 'chain', 'white', 'bitch', 'god', 'teeth']"
317,"['hoe', 'a']"
318,"['call', 'hoe', 'd', 'across', 'known', 'america', 'c', 'roller', 'shot', 'chirac']"
319,"['bu', 'bitch', 'driver', 'not', 'i', 'no', 'miss', 'lie', 'go']"
320,"['hate', 'bitch', 'my', 'soul', 'on', 'put', 'bitch', 'i', 'tri', 'score', 'tri', 'a']"
321,"['young', 'deni', 's', 'ashley', 'bird', 'land', 'tri', 'mouth']"
322,"['up', 'huh', 'bitch', 'lol', 'the', 'limp']"
323,"['woof', 'ride', 'take', 'a', 'a']"
324,"['bitch', 'oh', 'god', 'mitchel', 'victoria', 'love']"
325,"['distanc', 'uh', 'bitch', 'knew', 'shit', 'cheat', 'wack', 'oh', 'long']"
326,"['right', 'bitch', 'a', 'a', 'a', 'sh']"
327,"['life', 'pussi', 'got', 'ban', 'dollar', 'dat', 'pay', 'fine', 'million']"
328,"['true', 'black', 'red', 'violet', 'know', 'rose', 'blue', 'nigger']"
329,"['tri', 'open', 'fli', 'sill', 'sit', 'window', 'it', 'in', 'smack', 'bird']"
330,"['sound', 'retard', 'gon', 'nigra', 'fuck']"
331,"['like', 'entir', 'video', 'medium', 'mock']"
332,"['smile', 'soup', 'cracker', 'hi', 'i', 'even', 'shi', 'dip', 'mom', 'kiwi', 'stu']"
333,"['hoe', 'got', 'everi', 'alreadi', 'cut', 'tim', 'team', 'nfl', 'a', 'sh']"
334,"['karma', 'sip', 'bitch', 'tea', 'damn', 'a']"
335,"['pussi', 'fuck', 'hot', 'gym', 'yeah', 'fuck']"
336,"['patron', 'kuwait', 'arrest', 'jihad']"
337,"['call', 'hoe', 'fireman', 'on', 'turn']"
